"Location","Species","Year","Session","spp.ann.tot","net.hours","notes","yrs.obs","max.obs","min.obs"
"PUVI","HIEM",2003,1,0,919.5,"",4,5,0
"PUVI","HIEM",2010,1,1,951,"",4,5,0
"PUVI","HIEM",1998,1,5,947,"",4,5,0
"PUVI","HIEM",2005,1,2,940.5,"",4,5,0
"PUVI","HIEM",2006,1,1,907.9,"",4,5,0
"PUVI","HIEM",2002,1,0,867.5,"",4,5,0
"PUVI","HIEM",2008,1,1,920,"",4,5,0
"PUVI","HIEM",2001,1,2,793,"",4,5,0
"PUVI","HIEM",2007,2,1,1239,"2nd sample in march",4,5,0
"PUVI","HIEM",1997,1,1,1136.8,"",4,5,0
"PUVI","HILC",2008,2,0,711.5,"2nd sample in march",0,1,0
"PUVI","HILC",2004,1,1,474.9,"",0,1,0
"PUVI","HILC",2008,1,0,920,"",0,1,0
"PUVI","HILC",2005,1,0,940.5,"",0,1,0
"PUVI","HILC",1997,1,0,1136.8,"",0,1,0
"PUVI","HILC",2002,1,0,867.5,"",0,1,0
"PUVI","HILC",2003,1,0,919.5,"",0,1,0
"PUVI","HILC",2006,1,0,907.9,"",0,1,0
"PUVI","HILC",2009,1,0,1106,"",0,1,0
"PUVI","HILC",2001,1,0,793,"",0,1,0
"PUVI","HILC",2007,1,0,1481,"",0,1,0
"PUVI","HILC",2000,1,0,571,"",0,1,0
"PUVI","HILC",2007,2,0,1239,"2nd sample in march",0,1,0
"PUVI","HILC",2010,1,0,951,"",0,1,0
"PUVI","HILC",1998,1,0,947,"",0,1,0
"PUVI","HIPE",2008,2,0,711.5,"2nd sample in march",9,7,0
"PUVI","HIPE",2001,1,5,793,"",9,7,0
"PUVI","HIPE",2002,1,3,867.5,"",9,7,0
"PUVI","HIPE",2007,2,1,1239,"2nd sample in march",9,7,0
"PUVI","HIPE",2000,1,4,571,"",9,7,0
"PUVI","HIPE",2008,1,4,920,"",9,7,0
"PUVI","HIPE",2006,1,1,907.9,"",9,7,0
"PUVI","HIPE",1998,1,2,947,"",9,7,0
"PUVI","HIPE",2004,1,2,474.9,"",9,7,0
"PUVI","HIPE",2005,1,2,940.5,"",9,7,0
"PUVI","HIPE",2007,1,3,1481,"",9,7,0
"PUVI","HIPE",2010,1,0,951,"",9,7,0
"PUVI","HIPE",2009,1,1,1106,"",9,7,0
"PUVI","HIPE",1997,1,1,1136.8,"",9,7,0
"PUVI","HIPE",2003,1,7,919.5,"",9,7,0
"PUVI","HIPK",2000,1,0,571,"",0,1,0
"PUVI","HIPK",2007,1,0,1481,"",0,1,0
"PUVI","HIPK",2007,2,0,1239,"2nd sample in march",0,1,0
"PUVI","HIPK",2008,1,0,920,"",0,1,0
"PUVI","HIPK",2002,1,0,867.5,"",0,1,0
"PUVI","HIPK",1997,1,0,1136.8,"",0,1,0
"PUVI","HIPK",2004,1,0,474.9,"",0,1,0
"PUVI","HIPK",2008,2,0,711.5,"2nd sample in march",0,1,0
"PUVI","HIPK",2010,1,0,951,"",0,1,0
"PUVI","HIPK",2009,1,0,1106,"",0,1,0
"PUVI","HIPK",1998,1,0,947,"",0,1,0
"PUVI","HIPK",2001,1,0,793,"",0,1,0
"PUVI","HIPK",2006,1,0,907.9,"",0,1,0
"PUVI","HIPK",2005,1,1,940.5,"",0,1,0
"PUVI","HIPK",2003,1,0,919.5,"",0,1,0
"PUVI","HISP",2008,2,3,711.5,"2nd sample in march",11,16,1
"PUVI","HISP",2000,1,1,571,"",11,16,1
"PUVI","HISP",2002,1,14,867.5,"",11,16,1
"PUVI","HISP",1997,1,1,1136.8,"",11,16,1
"PUVI","HISP",2001,1,3,793,"",11,16,1
"PUVI","HISP",2007,1,5,1481,"",11,16,1
"PUVI","HISP",2009,1,3,1106,"",11,16,1
"PUVI","HISP",2004,1,4,474.9,"",11,16,1
"PUVI","HISP",2005,1,2,940.5,"",11,16,1
"PUVI","HISP",2007,2,11,1239,"2nd sample in march",11,16,1
"PUVI","HISP",2010,1,6,951,"",11,16,1
"PUVI","HISP",2003,1,6,919.5,"",11,16,1
"PUVI","HISP",2006,1,5,907.9,"",11,16,1
"PUVI","HISP",2008,1,2,920,"",11,16,1
"PUVI","HISP",1998,1,5,947,"",11,16,1
"PUVI","HITR",2008,1,0,920,"",2,2,0
"PUVI","HITR",2007,1,0,1481,"",2,2,0
"PUVI","HITR",2007,2,1,1239,"2nd sample in march",2,2,0
"PUVI","HITR",2006,1,0,907.9,"",2,2,0
"PUVI","HITR",2000,1,2,571,"",2,2,0
"PUVI","HITR",1998,1,0,947,"",2,2,0
"PUVI","HITR",2001,1,0,793,"",2,2,0
"PUVI","HITR",2004,1,0,474.9,"",2,2,0
"PUVI","HITR",2002,1,0,867.5,"",2,2,0
"PUVI","HITR",1997,1,0,1136.8,"",2,2,0
"PUVI","HITR",2003,1,1,919.5,"",2,2,0
"PUVI","HITR",2005,1,0,940.5,"",2,2,0
"PUVI","HITR",2008,2,0,711.5,"2nd sample in march",2,2,0
"PUVI","HITR",2010,1,2,951,"",2,2,0
"PUVI","HITR",2009,1,0,1106,"",2,2,0
"PUVI","HIWO",2000,1,1,571,"",3,4,0
"PUVI","HIWO",1998,1,1,947,"",3,4,0
"PUVI","HIWO",2003,1,0,919.5,"",3,4,0
"PUVI","HIWO",2008,2,1,711.5,"2nd sample in march",3,4,0
"PUVI","HIWO",2006,1,0,907.9,"",3,4,0
"PUVI","HIWO",2005,1,4,940.5,"",3,4,0
"PUVI","HIWO",1997,1,0,1136.8,"",3,4,0
"PUVI","HIWO",2008,1,1,920,"",3,4,0
"PUVI","HIWO",2001,1,0,793,"",3,4,0
"PUVI","HIWO",2004,1,0,474.9,"",3,4,0
"PUVI","HIWO",2010,1,1,951,"",3,4,0
"PUVI","HIWO",2007,1,1,1481,"",3,4,0
"PUVI","HIWO",2002,1,0,867.5,"",3,4,0
"PUVI","HIWO",2007,2,1,1239,"2nd sample in march",3,4,0
"PUVI","HIWO",2009,1,0,1106,"",3,4,0
"PUVI","KEWA",1997,1,0,1136.8,"",1,2,0
"PUVI","KEWA",2001,1,0,793,"",1,2,0
"PUVI","KEWA",2004,1,0,474.9,"",1,2,0
"PUVI","KEWA",2000,1,0,571,"",1,2,0
"PUVI","KEWA",2005,1,0,940.5,"",1,2,0
"PUVI","KEWA",1998,1,0,947,"",1,2,0
"PUVI","KEWA",2002,1,0,867.5,"",1,2,0
"PUVI","KEWA",2007,2,0,1239,"2nd sample in march",1,2,0
"PUVI","KEWA",2008,1,1,920,"",1,2,0
"PUVI","KEWA",2006,1,0,907.9,"",1,2,0
"PUVI","KEWA",2010,1,0,951,"",1,2,0
"PUVI","KEWA",2009,1,0,1106,"",1,2,0
"PUVI","KEWA",2008,2,1,711.5,"2nd sample in march",1,2,0
"PUVI","KEWA",2003,1,0,919.5,"",1,2,0
"PUVI","KEWA",2007,1,0,1481,"",1,2,0
"PUVI","LATH",1998,1,0,947,"",5,4,0
"PUVI","LATH",2008,2,0,711.5,"2nd sample in march",5,4,0
"PUVI","LATH",2001,1,3,793,"",5,4,0
"PUVI","LATH",2005,1,4,940.5,"",5,4,0
"PUVI","LATH",2003,1,0,919.5,"",5,4,0
"PUVI","LATH",2009,1,2,1106,"",5,4,0
"PUVI","LATH",2000,1,4,571,"",5,4,0
"PUVI","LATH",2004,1,0,474.9,"",5,4,0
"PUVI","LATH",2006,1,0,907.9,"",5,4,0
"PUVI","LATH",2007,2,1,1239,"2nd sample in march",5,4,0
"PUVI","LATH",2010,1,0,951,"",5,4,0
"PUVI","LATH",2007,1,1,1481,"",5,4,0
"PUVI","LATH",2008,1,0,920,"",5,4,0
"PUVI","LATH",2002,1,0,867.5,"",5,4,0
"PUVI","LATH",1997,1,1,1136.8,"",5,4,0
"PUVI","MYWA",2004,1,0,474.9,"",1,10,0
"PUVI","MYWA",1998,1,0,947,"",1,10,0
"PUVI","MYWA",2006,1,10,907.9,"",1,10,0
"PUVI","MYWA",2001,1,0,793,"",1,10,0
"PUVI","MYWA",2008,1,0,920,"",1,10,0
"PUVI","MYWA",2009,1,0,1106,"",1,10,0
"PUVI","MYWA",2005,1,0,940.5,"",1,10,0
"PUVI","MYWA",2000,1,0,571,"",1,10,0
"PUVI","MYWA",2007,1,0,1481,"",1,10,0
"PUVI","MYWA",2003,1,0,919.5,"",1,10,0
"PUVI","MYWA",1997,1,0,1136.8,"",1,10,0
"PUVI","MYWA",2002,1,0,867.5,"",1,10,0
"PUVI","MYWA",2010,1,0,951,"",1,10,0
"PUVI","MYWA",2007,2,0,1239,"2nd sample in march",1,10,0
"PUVI","MYWA",2008,2,0,711.5,"2nd sample in march",1,10,0
"PUVI","NBTO",2010,1,8,951,"",13,20,4
"PUVI","NBTO",1997,1,5,1136.8,"",13,20,4
"PUVI","NBTO",2003,1,5,919.5,"",13,20,4
"PUVI","NBTO",2001,1,5,793,"",13,20,4
"PUVI","NBTO",2009,1,13,1106,"",13,20,4
"PUVI","NBTO",2004,1,7,474.9,"",13,20,4
"PUVI","NBTO",1998,1,8,947,"",13,20,4
"PUVI","NBTO",2008,2,1,711.5,"2nd sample in march",13,20,4
"PUVI","NBTO",2006,1,7,907.9,"",13,20,4
"PUVI","NBTO",2000,1,6,571,"",13,20,4
"PUVI","NBTO",2002,1,4,867.5,"",13,20,4
"PUVI","NBTO",2005,1,12,940.5,"",13,20,4
"PUVI","NBTO",2008,1,13,920,"",13,20,4
"PUVI","NBTO",2007,2,12,1239,"2nd sample in march",13,20,4
"PUVI","NBTO",2007,1,8,1481,"",13,20,4
"PUVI","OVEN",2010,1,11,951,"",13,23,4
"PUVI","OVEN",2005,1,17,940.5,"",13,23,4
"PUVI","OVEN",2002,1,6,867.5,"",13,23,4
"PUVI","OVEN",2004,1,15,474.9,"",13,23,4
"PUVI","OVEN",2009,1,11,1106,"",13,23,4
"PUVI","OVEN",2000,1,9,571,"",13,23,4
"PUVI","OVEN",2008,1,4,920,"",13,23,4
"PUVI","OVEN",2007,1,13,1481,"",13,23,4
"PUVI","OVEN",2007,2,10,1239,"2nd sample in march",13,23,4
"PUVI","OVEN",2001,1,10,793,"",13,23,4
"PUVI","OVEN",1997,1,6,1136.8,"",13,23,4
"PUVI","OVEN",2006,1,8,907.9,"",13,23,4
"PUVI","OVEN",2003,1,4,919.5,"",13,23,4
"PUVI","OVEN",2008,2,4,711.5,"2nd sample in march",13,23,4
"PUVI","OVEN",1998,1,11,947,"",13,23,4
"PUVI","PIWA",2008,2,0,711.5,"2nd sample in march",0,0,0
"PUVI","PIWA",2000,1,0,571,"",0,0,0
"PUVI","PIWA",2002,1,0,867.5,"",0,0,0
"PUVI","PIWA",2009,1,0,1106,"",0,0,0
"PUVI","PIWA",2004,1,0,474.9,"",0,0,0
"PUVI","PIWA",2008,1,0,920,"",0,0,0
"PUVI","PIWA",2007,2,0,1239,"2nd sample in march",0,0,0
"PUVI","PIWA",1998,1,0,947,"",0,0,0
"PUVI","PIWA",2005,1,0,940.5,"",0,0,0
"PUVI","PIWA",1997,1,0,1136.8,"",0,0,0
"PUVI","PIWA",2003,1,0,919.5,"",0,0,0
"PUVI","PIWA",2001,1,0,793,"",0,0,0
"PUVI","PIWA",2007,1,0,1481,"",0,0,0
"PUVI","PIWA",2006,1,0,907.9,"",0,0,0
"PUVI","PIWA",2010,1,0,951,"",0,0,0
"PUVI","RLTH",2002,1,1,867.5,"",4,9,0
"PUVI","RLTH",2003,1,1,919.5,"",4,9,0
"PUVI","RLTH",2005,1,0,940.5,"",4,9,0
"PUVI","RLTH",2004,1,0,474.9,"",4,9,0
"PUVI","RLTH",2001,1,1,793,"",4,9,0
"PUVI","RLTH",2000,1,0,571,"",4,9,0
"PUVI","RLTH",2006,1,1,907.9,"",4,9,0
"PUVI","RLTH",1998,1,0,947,"",4,9,0
"PUVI","RLTH",2007,2,5,1239,"2nd sample in march",4,9,0
"PUVI","RLTH",2007,1,4,1481,"",4,9,0
"PUVI","RLTH",2009,1,2,1106,"",4,9,0
"PUVI","RLTH",2010,1,2,951,"",4,9,0
"PUVI","RLTH",2008,1,5,920,"",4,9,0
"PUVI","RLTH",2008,2,3,711.5,"2nd sample in march",4,9,0
"PUVI","RLTH",1997,1,1,1136.8,"",4,9,0
"PUVI","RNPI",1998,1,0,947,"",1,2,0
"PUVI","RNPI",2006,1,0,907.9,"",1,2,0
"PUVI","RNPI",2008,2,0,711.5,"2nd sample in march",1,2,0
"PUVI","RNPI",2004,1,0,474.9,"",1,2,0
"PUVI","RNPI",1997,1,2,1136.8,"",1,2,0
"PUVI","RNPI",2002,1,0,867.5,"",1,2,0
"PUVI","RNPI",2000,1,0,571,"",1,2,0
"PUVI","RNPI",2010,1,0,951,"",1,2,0
"PUVI","RNPI",2007,1,0,1481,"",1,2,0
"PUVI","RNPI",2001,1,0,793,"",1,2,0
"PUVI","RNPI",2007,2,0,1239,"2nd sample in march",1,2,0
"PUVI","RNPI",2003,1,0,919.5,"",1,2,0
"PUVI","RNPI",2005,1,0,940.5,"",1,2,0
"PUVI","RNPI",2008,1,0,920,"",1,2,0
"PUVI","RNPI",2009,1,0,1106,"",1,2,0
"PUVI","RTSO",2006,1,3,907.9,"",12,21,1
"PUVI","RTSO",2003,1,4,919.5,"",12,21,1
"PUVI","RTSO",2010,1,4,951,"",12,21,1
"PUVI","RTSO",1998,1,2,947,"",12,21,1
"PUVI","RTSO",2004,1,6,474.9,"",12,21,1
"PUVI","RTSO",2007,1,11,1481,"",12,21,1
"PUVI","RTSO",2008,2,3,711.5,"2nd sample in march",12,21,1
"PUVI","RTSO",2002,1,2,867.5,"",12,21,1
"PUVI","RTSO",2001,1,1,793,"",12,21,1
"PUVI","RTSO",2008,1,4,920,"",12,21,1
"PUVI","RTSO",2007,2,10,1239,"2nd sample in march",12,21,1
"PUVI","RTSO",2000,1,7,571,"",12,21,1
"PUVI","RTSO",1997,1,9,1136.8,"",12,21,1
"PUVI","RTSO",2009,1,2,1106,"",12,21,1
"PUVI","RTSO",2005,1,4,940.5,"",12,21,1
"PUVI","SSHA",2005,1,1,940.5,"",3,2,0
"PUVI","SSHA",2009,1,0,1106,"",3,2,0
"PUVI","SSHA",2008,1,0,920,"",3,2,0
"PUVI","SSHA",2001,1,1,793,"",3,2,0
"PUVI","SSHA",2006,1,2,907.9,"",3,2,0
"PUVI","SSHA",1998,1,0,947,"",3,2,0
"PUVI","SSHA",2008,2,0,711.5,"2nd sample in march",3,2,0
"PUVI","SSHA",2003,1,1,919.5,"",3,2,0
"PUVI","SSHA",2002,1,0,867.5,"",3,2,0
"PUVI","SSHA",2010,1,0,951,"",3,2,0
"PUVI","SSHA",2000,1,2,571,"",3,2,0
"PUVI","SSHA",2004,1,0,474.9,"",3,2,0
"PUVI","SSHA",2007,1,0,1481,"",3,2,0
"PUVI","SSHA",1997,1,2,1136.8,"",3,2,0
"PUVI","SSHA",2007,2,0,1239,"2nd sample in march",3,2,0
"PUVI","SWWA",1997,1,0,1136.8,"",2,2,0
"PUVI","SWWA",2005,1,0,940.5,"",2,2,0
"PUVI","SWWA",2008,1,0,920,"",2,2,0
"PUVI","SWWA",2002,1,2,867.5,"",2,2,0
"PUVI","SWWA",2004,1,0,474.9,"",2,2,0
"PUVI","SWWA",1998,1,0,947,"",2,2,0
"PUVI","SWWA",2008,2,0,711.5,"2nd sample in march",2,2,0
"PUVI","SWWA",2001,1,1,793,"",2,2,0
"PUVI","SWWA",2007,2,0,1239,"2nd sample in march",2,2,0
"PUVI","SWWA",2006,1,0,907.9,"",2,2,0
"PUVI","SWWA",2010,1,0,951,"",2,2,0
"PUVI","SWWA",2000,1,1,571,"",2,2,0
"PUVI","SWWA",2003,1,2,919.5,"",2,2,0
"PUVI","SWWA",2007,1,0,1481,"",2,2,0
"PUVI","SWWA",2009,1,0,1106,"",2,2,0
"PUVI","WCHT",2009,1,4,1106,"",13,10,2
"PUVI","WCHT",2003,1,3,919.5,"",13,10,2
"PUVI","WCHT",2002,1,6,867.5,"",13,10,2
"PUVI","WCHT",2005,1,3,940.5,"",13,10,2
"PUVI","WCHT",2007,2,5,1239,"2nd sample in march",13,10,2
"PUVI","WCHT",2001,1,3,793,"",13,10,2
"PUVI","WCHT",2008,2,4,711.5,"2nd sample in march",13,10,2
"PUVI","WCHT",2004,1,2,474.9,"",13,10,2
"PUVI","WCHT",2000,1,2,571,"",13,10,2
"PUVI","WCHT",1998,1,3,947,"",13,10,2
"PUVI","WCHT",2008,1,6,920,"",13,10,2
"PUVI","WCHT",2010,1,10,951,"",13,10,2
"PUVI","WCHT",1997,1,6,1136.8,"",13,10,2
"PUVI","WCHT",2007,1,5,1481,"",13,10,2
"PUVI","WCHT",2006,1,3,907.9,"",13,10,2
"PUVI","WEWA",2006,1,0,907.9,"",2,4,0
"PUVI","WEWA",2002,1,0,867.5,"",2,4,0
"PUVI","WEWA",2001,1,0,793,"",2,4,0
"PUVI","WEWA",2010,1,0,951,"",2,4,0
"PUVI","WEWA",1997,1,0,1136.8,"",2,4,0
"PUVI","WEWA",1998,1,0,947,"",2,4,0
"PUVI","WEWA",2008,1,1,920,"",2,4,0
"PUVI","WEWA",2007,2,2,1239,"2nd sample in march",2,4,0
"PUVI","WEWA",2003,1,0,919.5,"",2,4,0
"PUVI","WEWA",2004,1,0,474.9,"",2,4,0
"PUVI","WEWA",2000,1,0,571,"",2,4,0
"PUVI","WEWA",2008,2,0,711.5,"2nd sample in march",2,4,0
"PUVI","WEWA",2007,1,2,1481,"",2,4,0
"PUVI","WEWA",2005,1,0,940.5,"",2,4,0
"PUVI","WEWA",2009,1,2,1106,"",2,4,0
"PUVI","WFQD",2003,1,0,919.5,"",1,2,0
"PUVI","WFQD",2000,1,0,571,"",1,2,0
"PUVI","WFQD",2004,1,1,474.9,"",1,2,0
"PUVI","WFQD",2006,1,0,907.9,"",1,2,0
"PUVI","WFQD",2010,1,0,951,"",1,2,0
"PUVI","WFQD",2007,1,0,1481,"",1,2,0
"PUVI","WFQD",2001,1,0,793,"",1,2,0
"PUVI","WFQD",2005,1,0,940.5,"",1,2,0
"PUVI","WFQD",2007,2,1,1239,"2nd sample in march",1,2,0
"PUVI","WFQD",2008,1,0,920,"",1,2,0
"PUVI","WFQD",2002,1,0,867.5,"",1,2,0
"PUVI","WFQD",2008,2,0,711.5,"2nd sample in march",1,2,0
"PUVI","WFQD",2009,1,0,1106,"",1,2,0
"PUVI","WFQD",1997,1,1,1136.8,"",1,2,0
"PUVI","WFQD",1998,1,2,947,"",1,2,0
